Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,negative regulation of glucose import (GO:0046325),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,GRB10
GO_Biological_Process_2021,negative regulation of glial cell apoptotic process (GO:0034351),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,CCL2
GO_Biological_Process_2021,"negative regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000562)",1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,CD274
GO_Biological_Process_2021,myeloid leukocyte mediated immunity (GO:0002444),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,IL6
GO_Biological_Process_2021,"wound healing, spreading of epidermal cells (GO:0035313)",1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,COL5A1
GO_Biological_Process_2021,positive regulation of steroid biosynthetic process (GO:0010893),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,TNF
GO_Biological_Process_2021,self proteolysis (GO:0097264),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,NLRP1
GO_Biological_Process_2021,positive regulation of cell migration by vascular endothelial growth factor signaling pathway (GO:0038089),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,VEGFA
GO_Biological_Process_2021,positive regulation of astrocyte differentiation (GO:0048711),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,BMP2
GO_Biological_Process_2021,platelet activating factor metabolic process (GO:0046469),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,PLA2G4C
GO_Biological_Process_2021,negative regulation of vascular associated smooth muscle cell differentiation (GO:1905064),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,PDGFB
GO_Biological_Process_2021,regulation of ion transmembrane transporter activity (GO:0032412),2/39,0.1039072314490709,0.2161175584868059,0,0,3.813232587426136,8.634137752043243,NEDD4;ANK2
GO_Biological_Process_2021,interleukin-21-mediated signaling pathway (GO:0038114),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,STAT1
GO_Biological_Process_2021,integrin activation (GO:0033622),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,CX3CL1
GO_Biological_Process_2021,positive regulation of muscle contraction (GO:0045933),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,MYOCD
GO_Biological_Process_2021,positive regulation of membrane invagination (GO:1905155),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,C3
GO_Biological_Process_2021,positive regulation of melanin biosynthetic process (GO:0048023),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,ZEB2
GO_Biological_Process_2021,regulation of acyl-CoA biosynthetic process (GO:0050812),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,PDP1
GO_Biological_Process_2021,regulation of fat cell differentiation (GO:0045598),3/80,0.1028169995388835,0.2161175584868059,0,0,2.752779594506213,6.262035614085304,BMP2;IL6;TNF
GO_Biological_Process_2021,lymphocyte proliferation (GO:0046651),2/38,0.0994645840747439,0.2161175584868059,0,0,3.9193548387096775,9.045689255188131,TNFSF14;RASGRP1
GO_Biological_Process_2021,regulation of phosphoprotein phosphatase activity (GO:0043666),2/38,0.0994645840747439,0.2161175584868059,0,0,3.9193548387096775,9.045689255188131,PPP1R15A;PPP4R4
GO_Biological_Process_2021,regulation of cell communication (GO:0010646),2/38,0.0994645840747439,0.2161175584868059,0,0,3.9193548387096775,9.045689255188131,SCG5;ANK2
GO_Biological_Process_2021,endosomal vesicle fusion (GO:0034058),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,SAMD9
GO_Biological_Process_2021,regulation of receptor-mediated endocytosis (GO:0048259),2/39,0.1039072314490709,0.2161175584868059,0,0,3.813232587426136,8.634137752043243,C3;SERPINE1
GO_Biological_Process_2021,regulation of protein tyrosine kinase activity (GO:0061097),2/39,0.1039072314490709,0.2161175584868059,0,0,3.813232587426136,8.634137752043243,PDGFB;NEDD9
GO_Biological_Process_2021,regulation of ion transport (GO:0043269),3/79,0.0999456950796504,0.2161175584868059,0,0,2.789142370314275,6.423752697077755,ITGB3;NEDD4;STC1
GO_Biological_Process_2021,synaptic vesicle endocytosis (GO:0048488),2/38,0.0994645840747439,0.2161175584868059,0,0,3.9193548387096775,9.045689255188131,MX2;MX1
GO_Biological_Process_2021,regulation of alpha-beta T cell differentiation (GO:0046637),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,PRDM1
GO_Biological_Process_2021,negative regulation of sodium ion transport (GO:0010766),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,NEDD4
GO_Biological_Process_2021,skin development (GO:0043588),3/80,0.1028169995388835,0.2161175584868059,0,0,2.752779594506213,6.262035614085304,COL5A1;TXNIP;EREG
GO_Biological_Process_2021,regulation of pattern recognition receptor signaling pathway (GO:0062207),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,BIRC3
GO_Biological_Process_2021,regulation of intracellular transport (GO:0032386),2/39,0.1039072314490709,0.2161175584868059,0,0,3.813232587426136,8.634137752043243,MAP2;MX2
GO_Biological_Process_2021,regulation of dendrite development (GO:0050773),2/39,0.1039072314490709,0.2161175584868059,0,0,3.813232587426136,8.634137752043243,NEDD4;VLDLR
GO_Biological_Process_2021,negative regulation of cellular component organization (GO:0051129),3/80,0.1028169995388835,0.2161175584868059,0,0,2.752779594506213,6.262035614085304,FAP;TNF;VEGFA
GO_Biological_Process_2021,sulfur amino acid biosynthetic process (GO:0000097),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,CBS
GO_Biological_Process_2021,leukocyte aggregation (GO:0070486),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,IL1B
GO_Biological_Process_2021,spermidine metabolic process (GO:0008216),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,SAT1
GO_Biological_Process_2021,lens fiber cell differentiation (GO:0070306),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,MAF
GO_Biological_Process_2021,somatic hypermutation of immunoglobulin genes (GO:0016446),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,SAMHD1
GO_Biological_Process_2021,regulation of acetyl-CoA biosynthetic process from pyruvate (GO:0010510),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,PDP1
GO_Biological_Process_2021,positive regulation of homotypic cell-cell adhesion (GO:0034112),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,CCL5
GO_Biological_Process_2021,regulation of nitrogen compound metabolic process (GO:0051171),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,TNF
GO_Biological_Process_2021,regulation of myeloid leukocyte differentiation (GO:0002761),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,IRF7
GO_Biological_Process_2021,regulation of MyD88-independent toll-like receptor signaling pathway (GO:0034127),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,IRF7
GO_Biological_Process_2021,dendritic spine maintenance (GO:0097062),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,FYN
GO_Biological_Process_2021,regulation of microvillus organization (GO:0032530),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,PODXL
GO_Biological_Process_2021,aspartate family amino acid biosynthetic process (GO:0009067),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,ASNS
GO_Biological_Process_2021,regulation of alpha-beta T cell proliferation (GO:0046640),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,IRF1
GO_Biological_Process_2021,coronary vasculature morphogenesis (GO:0060977),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,VEGFA
GO_Biological_Process_2021,cytoplasmic sequestering of NF-kappaB (GO:0007253),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,NFKBIA
GO_Biological_Process_2021,cysteine metabolic process (GO:0006534),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,CBS
GO_Biological_Process_2021,"regulation of wound healing, spreading of epidermal cells (GO:1903689)",1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,PHLDB2
GO_Biological_Process_2021,cardiac atrium development (GO:0003230),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,ANK2
GO_Biological_Process_2021,actin filament reorganization (GO:0090527),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,NEDD9
GO_Biological_Process_2021,positive regulation of cellular amide metabolic process (GO:0034250),3/81,0.1057208284091775,0.2161175584868059,0,0,2.717349197565025,6.105756891820139,IL6;SAMD4A;TNF
GO_Biological_Process_2021,negative regulation of cellular metabolic process (GO:0031324),2/39,0.1039072314490709,0.2161175584868059,0,0,3.813232587426136,8.634137752043243,ITGB3;PTX3
GO_Biological_Process_2021,regulation of positive chemotaxis (GO:0050926),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,VEGFA
GO_Biological_Process_2021,regulation of toll-like receptor 3 signaling pathway (GO:0034139),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,TNFAIP3
GO_Biological_Process_2021,regulation of T-helper 2 cell differentiation (GO:0045628),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,NLRP3
GO_Biological_Process_2021,forebrain neuron differentiation (GO:0021879),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,INHBA
GO_Biological_Process_2021,regulation of response to wounding (GO:1903034),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,PLAU
GO_Biological_Process_2021,regulation of protein localization to early endosome (GO:1902965),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,DTX3L
GO_Biological_Process_2021,cell migration involved in heart development (GO:0060973),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,SNAI2
GO_Biological_Process_2021,regulation of chemokine (C-C motif) ligand 5 production (GO:0071649),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,OAS3
GO_Biological_Process_2021,regulation of extent of cell growth (GO:0061387),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,NRCAM
GO_Biological_Process_2021,positive regulation of glial cell migration (GO:1903977),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,CX3CL1
GO_Biological_Process_2021,venous blood vessel development (GO:0060841),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,CCBE1
GO_Biological_Process_2021,T-helper cell lineage commitment (GO:0002295),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,IL6
GO_Biological_Process_2021,positive regulation of dendritic cell cytokine production (GO:0002732),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,DDX58
GO_Biological_Process_2021,regulation of Cdc42 protein signal transduction (GO:0032489),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,ABCA1
GO_Biological_Process_2021,"regulation of CD8-positive, alpha-beta T cell proliferation (GO:2000564)",1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,IRF1
GO_Biological_Process_2021,benzene-containing compound metabolic process (GO:0042537),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,KMO
GO_Biological_Process_2021,atrial cardiac muscle cell to AV node cell signaling (GO:0086026),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,ANK2
GO_Biological_Process_2021,regulation of anion transport (GO:0044070),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,STC1
GO_Biological_Process_2021,negative regulation of osteoblast proliferation (GO:0033689),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,GREM1
GO_Biological_Process_2021,negative regulation of muscle cell differentiation (GO:0051148),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,EREG
GO_Biological_Process_2021,positive regulation of oligodendrocyte differentiation (GO:0048714),1/8,0.107042842002653,0.2161175584868059,0,0,10.057142857142855,22.4729485286268,TNFRSF1B
